name,records
Bremia cirsii,10
Bullera,10
Calamagrostis,10
Calycella ferruginea,10
Calystegia soldanella,10
Camarosporium,10
Camarosporium lauri,10
Capnodium salicinum,10
Capronia pulcherrima,10
Carex otrubae,10
Cenangium acuum,10
Ceratodon purpureus,10
Cercospora loti,10
Cercospora zebrina,10
Ceriospora polygonacearum,10
Cerothallia luteoalba,10
Chaetocladium jonesiae,10
Cheilymenia megaspora,10
Ciboria alni,10
Ciboria rufofusca,10
Cichorium intybus,10
Circinaria hoffmanniana,10
Cladorrhinum olerum,10
Clitocybe hydrogramma,10
Colletotrichum typhae,10
Collybiopsis villosipes,10
Colpoma crispum,10
Conocybe anthracophila,10
Conocybe subpallida,10
Coprinopsis filamentifera,10
Coprotus aurora,10
Corticium,10
Cortinarius alpinus,10
Cortinarius arcuatorum,10
Cortinarius aureomarginatus,10
Cortinarius croceoconus,10
Cortinarius dibaphus,10
Cortinarius nymphicolor,10
Cortinarius roseipes,10
Cortinarius suillonigrescens,10
Cortinarius suillus,10
Cryptodiscus foveolaris,10
Cryptomycina pteridis,10
Cuphophyllus lepidopus,10
Cylindrocarpon ianthothele,10
Cytospora occulta,10
Dencoeliopsis johnstonii,10
Dennisiodiscus virescentulus,10
Dermoloma,10
Didymosphaeria futilis,10
Dothiora taxicola,10
Drepanopeziza schoenicola,10
Elaphomyces anthracinus,10
Encoelia glaberrima,10
Endophragmiella taxi,10
Entoloma madidum,10
Entoloma nigellum,10
"Entoloma phaeocyathum non Entoloma triste (Velen.) Noordel., 1979",10
Entorrhiza raunkiaeriana,10
Epicoccum,10
Erastia salmonicolor,10
Exosporiella fungorum,10
Fellhaneropsis vezdae,10
Fuligo gyrosa,10
Galerina hypophaea,10
Galerina subcerina,10
Geastrum,10
Geastrum elegans,10
Genista tinctoria,10
Geopora sepulta,10
Glechoma,10
Globisporangium proliferum,10
Gloeosporidiella turgida,10
Glyceria declinata,10
Gnomonia alnea,10
Gnomoniella tubaeformis,10
Gorgoniceps aridula,10
Grimmia pulvinata,10
Hansfordia pulvinata,10
Hebeloma pseudoamarescens,10
Helianthus,10
Helicoon richonis,10
Helminthosphaeria hyphodermae,10
Hemitrichia serpula,10
Hyaloperonospora sisymbrii-loeselii,10
Hyaloscypha bulbopilosa,10
Hydropotes inermis,10
Hymenochaete cruenta,10
Hymenoscyphus nitidulus,10
Hymenoscyphus paradoxus,10
Hypericum humifusum,10
Hypericum tetrapterum,10
Hyphodontia latitans,10
Hypochnicium,10
Hypomyces,10
Hyponectria cookeana,10
Hysterostegiella lauri,10
Incrucipulum virtembergense,10
Inocybe fulvella,10
Inocybe inodora,10
Keissleriella ocellata,10
Kindbergia praelonga,10
Lachnellula,10
Lachnellula pseudofarinacea,10
Lachnum fasciculare,10
Lachnum rehmii,10
Lactarius rostratus,10
Lamprospora astroidea,10
Lathyrus nissolia,10
Lavandula,10
Lavatera,10
Lecanora,10
Lecidea lactea,10
Lepraria caesioalba,10
Leptosphaeria rubella,10
Leptostroma herbarum,10
Leptotrochila repanda,10
Leucocoprinus,10
Lichenopeltella fimbriata,10
Lichina pygmaea,10
Lobatopedis foliicola,10
Lophodermium neesii,10
Lycoperdon atropurpureum,10
Lycoperdon non Tourn. ex L.,10
Lysimachia nemorum,10
Melampsora repentis,10
Melampsoridium,10
Melanohalea elegantula,10
Melastiza flavorubens,10
Membranomyces delectabilis,10
Microbotryum silenes-acaulis,10
Mollisia heterosperma,10
Monilinia mespili,10
Monodictys melanopa,10
Morenoina epilobii,10
Mucor genevensis,10
Muscari,10
Mycena ammoniaca,10
Myriangium duriaei,10
Myxomycetes,10
Narthecium ossifragum,10
Nectriopsis rubefaciens,10
Nectriopsis tubariicola,10
Ophiognomonia melanostyla,10
Orbilia carpoboloides,10
Orbilia euonymi,10
Oxyporus corticola,10
Panaeolus antillarum,10
Peltigera collina,10
Peltigera polydactylon,10
Penttilamyces romellii,10
Peronospora trifolii-arvensis,10
Peronospora valerianae,10
Pezicula frangulae,10
Phlebia cretacea,10
Phoma deusta,10
Phoma leguminum,10
Phomopsis elliptica,10
Phyllactinia marissalii,10
Physarum citrinum,10
Phytophthora cyperi,10
Pilidium concavum,10
Pistillaria corallina,10
Plagiostoma lugubre,10
Pleurosticta acetabulum,10
Pocillum,10
Podosphaera lini,10
Pogonatum urnigerum,10
Polyporales,10
Populus x canadensis 'Serotina',10
Poriales,10
Potentilla anglica,10
Protoblastenia incrustans,10
Protocrea pallida,10
Psathyrella atomata,10
Psathyrella trepida,10
Pseudoomphalina graveolens,10
Pseudosperma umbrinellum,10
Pteridiospora scoriadea,10
Puccinia triticina,10
Puccinia urticae-acutae,10
Pyrenophora biseptata,10
Pyrenula chlorospila,10
Pythium uladhum,10
Ramularia,10
Ramularia collo-cygni,10
Ramularia episphaeria,10
Ramularia rhei,10
Raphanus raphanistrum,10
Rhizocarpon advenulum,10
Rhodesia subtecta,10
Rhymbocarpus cruciatus,10
Rinodina sophodes,10
Romjularia lurida,10
Roumegueriella rufula,10
Rubus vestitus,10
Rumex obtusifolius x sanguineus = R. x dufftii,10
Russula cavipes,10
Russula galochroa,10
Russula gilvescens,10
Russula nuoljae,10
Russula pseudoaffinis,10
Salix phylicifolia,10
Saxifraga granulata,10
Schoenus nigricans,10
Sclerotinia,10
Scutellinia nigrohirtula,10
Scutomollisia,10
Senecio sarracenicus,10
Septoria minuta,10
Sesleria caerulea,10
Smardaea amethystina,10
Sporidesmiella parva,10
Sporidesmium,10
Sporidesmium cookei,10
Sporormiella ovina,10
Stagonospora luzulae,10
Stanjehughesia hormiscioides,10
Stemonitopsis gracilis,10
Strigiformes,10
Subramaniomyces fusisaprophyticus,10
Sus scrofa,10
Taphrina filicina,10
Taphrina rhizophora,10
Taphrophila trichella,10
Thyrinula eucalyptina,10
Tomentella subclavigera,10
Torilis nodosa,10
Trechispora byssinella,10
Trichia chrysosperma,10
Trichoderma minutisporum,10
Tricholoma alboconicum,10
Trichophorum,10
Tricladium varium,10
Triglochin maritima,10
Tuber brumale,10
Tulosesus cinnamomeotinctus,10
Tulosesus heterothrix,10
Typhula sclerotioides,10
Unguicularia dilatopilosa,10
Ustilago serpens,10
Vaccinium uliginosum,10
Venturia minuta,10
Venturia populina,10
Venturia potentillae,10
Verrucaria elaeina,10
Weddellomyces epicallopisma,10
Wilsoniana bliti,10
Xanthomendoza fulva,10
Zygorhizidium cystogenum,10
Acaulopage tetraceros,9
Agaricaceae,9
Agrostemma githago,9
Albugo,9
Albugo trianthemae,9
Allium triquetrum,9
Alnicola spadicea,9
Amanita nauseosa,9
Amyloxenasma grisellum,9
Anatidae,9
Annulohypoxylon stygium,9
Anthoxanthum,9
Aphanobasidium bourdotii,9
Arthonia didyma,9
Arthrinium caricicola,9
Arthrobotrys conoides,9
Arthrobotryum stilboideum,9
Ascobolus behnitziensis,9
Ascochyta armoraciae,9
Ascochyta caulina,9
Athelia salicum,9
Bacidina phacodes,9
Bactrodesmiella masonii,9
Bagliettoa calciseda,9
Beta,9
Betula papyrifera,9
Bidens tripartita,9
Bolbitius coprophilus,9
Bolbitius lacteus,9
Bombardia bombarda,9
Botrytis,9
Botrytis calthae,9
Brachysporium oosporum,9
Bromus racemosus,9
Cainiella johansonii,9
Calendula,9
Camarosporidiella elongata,9
Candelariella coralliza,9
Cardamine,9
Carex bigelowii,9
Carex hostiana,9
Carex pilulifera,9
Ceraceomyces eludens,9
Cercospora,9
Cercospora moravica,9
Cercosporella jaapiana,9
Ceriporia aurantiocarnescens,9
Chalara fusidioides,9
Chloroscypha cryptomeriae,9
Ciborinia,9
Cirrenalia lignicola,9
Cirrenalia macrocephala,9
Cladonia caespiticia,9
Clavaria inaequalis,9
Clinopodium,9
Collybia conigena,9
Coltricia confluens,9
Coniophora fusispora,9
Coniothyrium obiones,9
Conocybe rostellata,9
Conocybe watlingii,9
Coprinopsis pachysperma,9
Coprinopsis scobicola,9
Coronophora angustata,9
Coronophora annexa,9
Cortinarius bergeronii,9
Cortinarius crassus,9
Cortinarius croceofulvus,9
Cortinarius damascenus,9
Cortinarius malachioides,9
Cortinarius paragaudis,9
Cortinarius praestans,9
Cortinarius punctatiformis,9
Cortinarius saginus,9
Cortinarius stemmatus,9
Cortinarius xantho-ochraceus,9
Coryneopsis microsticta,9
Corynesporopsis quercicola,9
Cotylidia undulata,9
Crassochaeta fusispora,9
Crepidotus inhonestus,9
Crustoderma dryinum,9
Cryptodiscus pini,9
Cyathicula littoralis,9
Dactylorhiza maculata,9
Daldinia decipiens,9
Dasyscyphella castaneicola,9
Deconica,9
Delitschia marchalii,9
Dermatocarpon luridum,9
Diaporthe carpini,9
Diaporthe scandens,9
Diaporthopsis sepium,9
Dinemasporium cytisporoides,9
Diplodia,9
Echinoderma carinii,9
Echinostelium elachiston,9
Efibulobasidium albescens,9
Elongisporangium undulatum,9
Emericellopsis terricola,9
Encoelia siparia,9
Entoloma bisporigerum,9
Entoloma niphoides,9
Entoloma tjallingiorum,9
Entyloma cosmi,9
Epibryon pogonati-urnigeri,9
Erigeron sumatrensis,9
Erysiphe catalpae,9
Erysiphe pulchra,9
Eucalyptus pauciflora,9
Exobasidium rhododendri,9
Fagus sylvatica group 'Heterophylla',9
Festuca vivipara,9
Filosporella annelidica,9
Flagelloscypha faginea,9
Flammulaster siparius,9
Foeniculum vulgare,9
Fusarium poae,9
Fuscidea kochiana,9
Galera,9
Galerina albotomentosa,9
Geotrichum candidum,9
Gibbera vaccinii,9
Gliocladium luteolum,9
Glomus fuegianum,9
Gnomonia leightonii,9
Golovinomyces latisporus,9
Goodyera repens,9
Gorgoniceps charnwoodensis,9
Gymnopilus decipiens,9
Gymnopilus picreus,9
Gyrographa gyrocarpa,9
Gyrothrix verticillata,9
Harpophora graminicola,9
Hauerslevia pulverulenta,9
Hebeloma lutense,9
Hebeloma populinum,9
Helianthus tuberosus,9
Helicoon pluriseptatum,9
Helleborus argutifolius,9
Hemimycena pseudocrispula,9
Hemimycena pseudolactea,9
Hodophilus variabilipes,9
Humicola,9
Hyaloperonospora dentariae,9
Hyaloperonospora praecox,9
Hydnellum compactum,9
Hydnellum gracilipes,9
Hymenoscyphus humuli,9
Hymenoscyphus subferrugineus,9
Hyphoderma obtusum,9
Hyphodontia,9
Hysteronaevia olivacea,9
Inocybe paludinella,9
Inocybe rufoalba,9
Iris germanica,9
Ityorhoptrum verruculosum,9
Karstenia,9
Klasterskya acuum,9
Lachnum minutissimum,9
Lactarius insulsus,9
Lactarius lignyotus,9
Lamprospora campylopodis,9
Lasiobelonium nazarovae,9
Lathyrus,9
Leccinum molle,9
Leccinum rigidipes,9
Lepraria neglecta,9
Leptoderma iridescens,9
Leptonia,9
Leptopeltis nebulosa,9
Leptosphaeria pelagica,9
Leptosphaerulina trifolii,9
Leveillula taurica,9
Linaria purpurea,9
Lobarina scrobiculata,9
Lonicera nitida,9
Lophiostoma fuckelii,9
Lunaria,9
Lyophyllum infumatum,9
Marasmius buxi,9
Marcelleina persoonii,9
Matricaria chamomilla,9
Melampsora laricis-pentandrae,9
Melanoleuca oreina,9
Melanoleuca turrita,9
Melanospora longisetosa,9
Melilotus officinalis,9
Mentha suaveolens,9
Metacapnodium juniperi,9
Microcalicium arenarium,9
Mollisia casaresiae,9
Mollisia culmina,9
Mollisia fuscoparaphysata,9
Mollisia rabenhorstii,9
Monodictys cellulosa,9
Morchella vaporaria,9
Morenoina phragmitis,9
Mucor circinelloides,9
Mucor moelleri,9
Mucor plumbeus,9
Myceliophthora thermophila,9
Mycena viridimarginata,9
Mycena vitrea,9
Mycobilimbia sphaeroides,9
Mycosphaerella aspidii,9
Mycosphaerella depazeiformis,9
Mycosylva clarkii,9
Myriostoma coliforme,9
Naucoria sobria,9
Neofabraea malicorticis,9
Neophloeospora maculans,9
Newbya apiculata,9
Nyssopsora echinata,9
Oedohysterium insidens,9
Omphalina demissa,9
Paradiacheopsis rigida,9
Parasola cuniculorum,9
Parasola hercules,9
Parentucellia viscosa,9
Parmeliella thriptophylla,9
Parmelina carporrhizans,9
Parmelina pastillifera,9
Penicillium citrinum,9
Penicillium melinii,9
Periconia cambrensis,9
Peronospora potentillae,9
Peronospora sanguisorbae,9
Peronospora trifolii-hybridi,9
Petasites albus,9
Petroselinum crispum,9
Pezicula coryli,9
Pezizella glareosa,9
Phaeosphaeria avenaria f.sp. tritici,9
Phlebia subserialis,9
Pholiota brunnescens,9
Phoma arundinacea,9
Phomatospora endopteris,9
Phomopsis perniciosa,9
Photinia,9
Phragmoxenidium mycophilum,9
Phyllachora angelicae,9
Phyllosticta cruenta,9
Physalospora alpestris,9
Physcia stellaris,9
Plectophomella concentrica,9
Podosphaera volkartii,9
Podospora granulostriata,9
Podospora pyriformis,9
Polycoccum microsticticum,9
Polycoccum peltigerae,9
Polyporaceae,9
Polyporus cervinus,9
Polyscytalum hareae,9
Populus trichocarpa,9
Pronectria xanthoriae,9
Pseudogymnoascus pannorum,9
Pseudomicrodochium candidum,9
Psilocybe liniformans,9
Pterocarya,9
Puccinia clintonii,9
Puccinia eriophori,9
Puccinia kusanoi,9
Puccinia triseti,9
Pythiopsis cymosa,9
Pyxidiophora microspora,9
Ramularia macrospora,9
Resinicium furfuraceum,9
Rhizocarpon viridiatrum,9
Rhizophydium sphaerotheca,9
Rhizophydium stipitatum,9
Rhododendron ponticum hybrid swarm,9
Rosa mollis,9
Rubia peregrina,9
Rubus lindleianus,9
Russula anatina,9
Russula postiana,9
Russula pseudodelica,9
Russula roseicolor,9
Russula rubra,9
Russula versatilis,9
Russulales,9
Saccobolus caesariatus,9
Sagina,9
Sambucus racemosa,9
Schizothecium pilosum,9
Scleromitrula calthicola,9
Sclerophora pallida,9
Sebacina dimitica,9
Selenosporella curvispora,9
Septogloeum carthusianum,9
Sphaerulina westendorpii,9
Sphinctrina anglica,9
Spirosphaera minuta,9
Sporidesmium socium,9
Sporormiella grandispora,9
Squamarina cartilaginea,9
Stagonospora meliloti,9
Stemonitis foliicola,9
Stilbella clavulata,9
Strigopodia resinae,9
Stropharia halophila,9
Symphytum caucasicum,9
Tapesina griseovitellina,9
Taphrina johansonii,9
Teloschistes chrysophthalmos,9
Tephrocybe putida,9
Teucrium,9
Thalictrum,9
Thecaphora trailii,9
Thermomyces lanuginosus,9
Thymus drucei,9
Tiarosporella paludosa,9
Tilia tomentosa,9
Tomentella viridula,9
Tremella penetrans,9
Trichoderma spinulosum,9
Tricholoma aestuans,9
Tricholoma resplendens,9
Trichophaea albospadicea,9
Trichophaeopsis bicuspis,9
Tsuga canadensis,9
Tuber foetidum,9
Tubeufia,9
Tubeufia cylindrothecia,9
Tulosesus plagioporus,9
Umbilicaria torrefacta,9
Uromyces tuberculatus,9
Veronica anagallis-aquatica,9
Vinca minor,9
"Volvariella reidii non Volvariella parvispora Heinmann, 1975",9
Wisteria,9
Xenomeris nicholsonii,9
Xerocomaceae,9
Xylohypha ferruginosa,9
Zygospermella insignis,9
Acremonium luzulae,8
Agaricus placomyces,8
Albugo leimonia,8
Allophylaria subliciformis,8
Alopecurus geniculatus,8
Alternaria dianthi,8
Althaea,8
Amanita friabilis,8
Amanita nitida,8
Amanita singeri,8
Amerosporium,8
Antherospora scillae,8
Anthostomella limitata,8
Aphanoascus fulvescens,8
Aphanomyces laevis,8
Arecaceae,8
Arnium apiculatum,8
Arthonia ilicina,8
Ascobolus leveillei,8
Ascobolus mancus,8
Ascobolus saccharifer,8
Ascochyta kabatiana,8
Ascochyta medicaginicola,8
Asteroma microspermum,8
Asteromella platanoidis,8
Athelia fibulata,8
Baudoinia compniacensis,8
Bellicidia incompta,8
Belonium nigromaculatum,8
Belonopsis junciseda,8
Beverwykella pulmonaria,8
Blennoria buxi,8
Botryotrichum piluliferum,8
Botrytis paeoniae,8
Bovidae,8
Bremia centaureae,8
Brunnipila calycioides,8
Bryoscyphus atromarginatus,8
Bryoscyphus marchantiae,8
Bryostigma lapidicola,8
Bunium bulbocastanum,8
Calliergonella cuspidata,8
Calonectria,8
Calosphaeria pulchella,8
Campanula rapunculoides,8
Carex ericetorum,8
Catenaria auxiliaris,8
Chaetomella acutiseta,8
Chenopodium,8
Chimaeroscypha,8
Chromosera viola,8
Chrysothrix chrysophthalma,8
Chytriomyces willoughbyi,8
Cistella dentata,8
Cladobotryum verticillatum,8
Cladonia scabriuscula,8
Clavulinopsis rufipes,8
Climacocystis borealis,8
Clitocybe albofragrans,8
Clitocybe foetens,8
Clitocybe frysica,8
Clitocybula lacerata,8
Coleoptera,8
Collema flaccidum,8
Colletotrichum,8
Collybia clusilis,8
Collybiopsis luxurians,8
Colpoma juniperi,8
Conferticium ochraceum,8
Coniothyrium psammae,8
Coprinopsis episcopalis,8
Coprinopsis radicans,8
Coprinopsis tectispora,8
Coprinopsis xenobia,8
Corollospora maritima,8
Corticifraga peltigerae,8
Cortinarius acutispissipes,8
Cortinarius barbatus,8
Cortinarius betulinus,8
Cortinarius cyanopus,8
Cortinarius danicus,8
Cortinarius daulnoyae,8
Cortinarius hinnuloides,8
Cortinarius nanceiensis,8
Cortinarius pseudofallax,8
Cortinarius punctatus,8
Cortinarius tortuosus,8
Cortinarius turmalis,8
Craterium dictyosporum,8
Cribraria mirabilis,8
Cryptocline cinerascens,8
Cryptodiaporthe pyrrhocystis,8
Cylindrocarpon,8
Cylindrocarpon didymum,8
Cylindrotrichum ellisii,8
Cytospora subclypeata,8
Dacrymyces deliquescens,8
Dactylorhiza incarnata,8
Daldinia petriniae,8
Deightoniella,8
Dematophora buxi,8
Dendrostilbella smaragdina,8
Dendrothele,8
Dianthus,8
Diaporthe alnea,8
Diaporthe coneglanensis,8
Diaporthe corni,8
Diaporthe cryptica,8
Diaporthe detrusa,8
Diaporthe perniciosa,8
Dictyochaeta querna,8
Dictyosporium elegans,8
Dictyostelium mucoroides,8
Diderma lucidum,8
Diderma niveum,8
Didymella exigua,8
Didymium listeri,8
Digitodesmium elegans,8
Diplodia herbarum,8
Diplodia melaena,8
Diplodia pyrenophora,8
Diplodia ramulicola,8
Diploschistes muscorum,8
Diplotaxis muralis,8
Dothistroma septosporum,8
Drepanopeziza triandrae,8
Drymochloa sylvatica,8
Echinoderma calcicola,8
Eichleriella kmetii,8
Elsinoe quercus-ilicis,8
Elsinoe rosarum,8
Entoloma luteobasis,8
Entorrhiza scirpicola,8
Epibryon bryophilum,8
Epibryon diaphanum,8
Epichloe festucae,8
Excipularia fusispora,8
Fallopia baldschuanica,8
Formicidae,8
Fujimyces oodes,8
Fumaria,8
Fuscidea praeruptorum,8
Galerina camerina,8
Galerina harrisonii,8
Garrya elliptica,8
Geastrum marginatum,8
Genea fragrans,8
Gibberella,8
Globisporangium debaryanum,8
Glyceria notata,8
Grahamiella dryadis,8
Gymnomyces xanthosporus,8
Gymnopilus odini comb. inval.,8
Gyoerffyella craginiformis,8
Hebeloma eburneum,8
Helicodendron westerdijkiae,8
Helicogloea graminicola,8
Helicoon ellipticum,8
Helvella costifera,8
Hemimycena angustispora,8
Hemitrichia abietina,8
Heterodera schachtii,8
Heterodermia leucomelos,8
Hieracium sabaudum,8
Hyaloscypha effugiens,8
Hydropus,8
Hymenogaster,8
Hyphoderma definitum,8
Hyphoderma macedonicum,8
Hypoderma alpinum,8
Hypomyces tulasneanus,8
Icmadophila ericetorum,8
Imshaugia aleurites,8
Inocybe albovelutipes,8
Inocybe fuscescentipes,8
Inocybe miranda,8
Inocybe tjallingiorum,8
Inosperma kuthanii,8
Inosperma pisciodorum,8
Jasione montana,8
Kickxella alabastrina,8
Laburnum alpinum x anagyroides = L. x watereri,8
Lachnum patulum,8
Lachnum tenuipilosum,8
Lacrymaria glareosa,8
Lalaria tormentillae,8
Lamprospora polytrichi,8
Lasiosphaeria,8
Lathagrium fuscovirens,8
Lathyrus sylvestris,8
Lecanora horiza,8
Leccinum oxydabile,8
Lecidea confluens,8
Lemonniera filiformis,8
Lentinellus flabelliformis,8
Lepiota hispida,8
Lepraria,8
Leptorhaphis epidermidis,8
Leucoagaricus crystallifer,8
Licea pedicellata,8
Licea synsporos,8
Lichenomphalia wallacei,8
Lichenostigma maureri,8
Lobulomyces poculatus,8
Lophiostoma desmazieri,8
Lophiostoma macrostomoides,8
Lophiotrema,8
Lupinus arboreus,8
Macgarvieomyces juncicola,8
Malva pusilla,8
Melanocarpus albomyces,8
Melanogaster variegatus,8
Melanomma,8
Meles meles,8
Mentha aquatica x spicata = M. x piperita,8
Metasphaeria avenae,8
Microglossum rufescens,8
Microglossum tenebrosum,8
Monotosporella tuberculata,8
Morenoina fimbriata,8
Morenoina minuta,8
Mucronella flava,8
Myceliophthora sepedonium,8
Mycena concolor,8
Mycosphaerella polygramma,8
Myrothecium carmichaelii,8
Myrothecium inundatum,8
Naemacyclus caulium,8
Nectria ellisii,8
Neottia ovata,8
Newbya androgyna,8
Newbya oblongata,8
Newbya oligocantha,8
Oidiodendron griseum,8
Orbilia inflatula,8
Pachyphiale carneola,8
Pachyphlodes melanoxantha,8
Pandora echinospora,8
Parasola,8
Parastagonospora avenae,8
Parasympodiella clarkii,8
Parmelia discordans,8
Parmotrema reticulatum,8
Parnassia palustris,8
Paxillus olivellus,8
Pericallis hybrida,8
Periconia curta,8
Peronospora crispula,8
Peronospora leptoclada,8
Persicaria,8
Peziza megalochondra,8
Phanerochaete,8
Phialophora,8
Philonthus varians,8
Phlebia,8
Phomopsis euphorbiae,8
Phomopsis rusci,8
Phomopsis tinea,8
Phyllosticta camelliae,8
Phyllosticta concentrica,8
Phyllosticta lauri,8
Phyllosticta rhamnicola,8
Phyllosticta syringae,8
Physarum conglomeratum,8
Physoderma pulposum,8
Picea pungens,8
Pilobolus lentiger,8
Pinus peuce,8
Pleospora androsaces,8
Pleospora vitalbae,8
Poa glauca,8
Polyscytalum fagicola,8
Polyscytalum truncatum,8
Primula farinosa,8
Protomerulius,8
Psathyrella atomatoides,8
Pseudomassaria chondrospora,8
Pseudombrophila deerrata,8
Pseudoscleropodium purum,8
Psilocybe,8
Psilocybe atrobrunnea,8
Puccinia heucherae,8
Puccinia nemoralis,8
Puccinia sorghi,8
Puccinia uliginosa,8
Pucciniastrum goodyerae,8
Pustula spinulosa,8
Pyrenopeziza oenanthes,8
Pyrenophora graminea,8
Racomitrium lanuginosum,8
Ramsbottomia lamprosporoidea,8
Ramularia alismatis,8
Ramularia beccabungae,8
Ramularia rosea,8
Ramularia saxifragae,8
Readeriella mirabilis,8
Rectipilus fasciculatus,8
Repetophragma lignicola,8
Rhamphoria pyriformis,8
Rheum x rhabarbarum,8
Rhizidium richmondense,8
Rhizomorpha subcorticalis,8
Rhynchobrunnera orthospora,8
Rubus altiarcuatus,8
Russula minutula,8
Russula pungens,8
Saccobolus beckii,8
Salix lapponum,8
Saprolegnia hypogyna,8
Saprolegnia monilifera,8
Schizothecium nanum,8
Schizothyrioma aterrimum,8
Scirpus,8
Scirrhia agrostidis,8
Sclerococcum bloxamii,8
Sclerococcum parellarium,8
Scopinella barbata,8
Scutellinia patagonica,8
Scutomollisia integromarginata,8
Scytinium teretiusculum,8
Sempervivum,8
Septoria alnicola,8
Septoria veronicae,8
Septosperma rhizophydii,8
Sinapis alba,8
Skeletocutis nemoralis,8
Sphagnum squarrosum,8
Spirographa lichenicola,8
Splanchnonema platani,8
Sporendocladia truncata,8
Stemphylium sarciniforme,8
Stemphylium vesicarium,8
Stigmidium congestum,8
Stigmidium peltideae,8
Stomiopeltis dryadis,8
Strattonia carbonaria,8
Striaticonidium cinctum,8
Symphytocarpus confluens,8
Syzygospora pallida,8
Talaromyces funiculosus,8
Tapesia fusca,8
Tapesia toruloides,8
Taphrina bullata,8
Tephrocybe murina,8
Tephrocybe ozes,8
Thanatephorus sterigmaticus,8
Thelidium incavatum,8
Thymus,8
Tilletia menieri,8
Tomasellia gelatinosa,8
Trametes trogii,8
Trechispora,8
Tricharina cretea,8
Tricharina ochroleuca,8
Trichoderma delicatulum,8
Trichoderma deliquescens,8
Trichophaea paludosa,8
Trifolium arvense,8
Troposporella fumosa,8
Truncatella angustata,8
Tuberculina maxima,8
Tulasnella dissitispora,8
Tulosesus amphithallus,8
Typhula capitata,8
Unguiculariopsis ilicincola,8
Unguiculariopsis robergei,8
Urocystis primulicola,8
Uromyces scutellatus,8
Usnea glabrescens,8
Valsella adhaerens,8
Venturia crataegi,8
Venturiocistella ulicicola,8
Vermiculariopsiella immersa,8
Vezdaea leprosa,8
Vouauxiomyces truncatus,8
Xanthocarpia fulva,8
Xenospadicoides atra,8
Xerocomus,8
Absidia,7
Absidia caerulea,7
Absidia glauca,7
Achlya glomerata,7
Agrimonia,7
Agrocybe brunneola,7
Ailanthus altissima,7
Albotricha albidorosea,7
Albugo laibachii,7
Alectoria sarmentosa,7
Allopsalliota geesterani,7
Althaea officinalis,7
Amanita contui,7
Amanita ovoidea,7
Amaranthus retroflexus,7
Amblystegium serpens,7
Andricus quercuscalicis,7
Anser,7
Antennatula pinophila,7
Anthostomella scotina,7
Aquanectria penicillioides,7
Arachnophora fagicola,7
Arthonia epiphyscia,7
Arthonia varians,7
Arthroderma quadrifidum,7
Articulospora moniliformis,7
Ascobolus carletonii,7
Ascochyta doronici,7
Ascochyta microspora,7
Ascochyta pseudacori,7
Ascocodinaea stereicola,7
Aspergillus pseudoglaucus,7
Asteroma padi,7
Avena sterilis,7
Bactrodesmium betulicola,7
Badhamia gracilis,7
Badhamia ovispora,7
Badhamia rubiginosa,7
Basidiodendron,7
Belonium incurvatum,7
Blackstonia perfoliata,7
Botrytis aclada,7
Botrytis sphaerosperma,7
Bourdotigloea,7
Brevicellicium exile,7
Bulbomollisia stromatica,7
Calliphora vomitoria,7
Calonectria pseudonaviculata,7
Caloplaca cerina,7
Caloplaca dalmatica,7
Calycella uliginosa,7
Calycellina microspis,7
Calycellina rivelinensis,7
Camarosporium feurichii,7
Camarosporium ilicis,7
Camarosporium roumeguerei,7
Canis,7
Carbonea vitellinaria,7
Cenangium acicola,7
Centaurea debeauxii,7
Cerastium alpinum,7
Cercis siliquastrum,7
Chaetotyphula actiniceps,7
Chamaecyparis x Cupressus = X Cupressocyparis,7
Chironomidae,7
Chloroscypha chloromela,7
Chloroscypha sabinae,7
Chrysothrix flavovirens,7
Chytriomyces,7
Cirrhia icteritia,7
Cladonia luteoalba,7
Cladonia sulphurina,7
Cladonia verticillata,7
Cladosporium sphaerospermum,7
Colletotrichum holci,7
Coniophora marmorata,7
Coniothyrium phormii,7
Conocybe nemoralis,7
Coprinellus deliquescens,7
Coprinopsis coniophora,7
Coprotus,7
Cordyceps,7
Cortinarius balteatus,7
Cortinarius catharinae,7
Cortinarius emunctus,7
Cortinarius gracilior,7
Cortinarius magicus,7
Cortinarius prasinus,7
Cortinarius pseudofusisporus,7
Cortinarius rheubarbarinus,7
Cortinarius sebaceus,7
Corynesporopsis biseptata,7
Costantinella tillettei,7
Cotoneaster moupinensis,7
Crambe maritima,7
Cribraria splendens,7
Cucurbita maxima,7
Cyathicula fraxinophila,7
Cyathicula furva,7
Dactylaria candidula,7
Dactylorhiza purpurella,7
Davidia involucrata,7
Dematioscypha richonis,7
Dendrospora juncicola,7
Dermea padi,7
Diaporthe chailletii,7
Didymella glomerata,7
Didymella prominula,7
Didymella scotica,7
Didymium crassicolle,7
Didymium eximium,7
Diplodia buxi,7
Diplotaxis tenuifolia,7
Dipsacus pilosus,7
Discinella menziesii,7
Donkioporia expansa,7
Dryas,7
Echinops bannaticus,7
Elaphomyces aculeatus,7
Elytrigia,7
Entoloma huijsmanii,7
Entoloma olorinum,7
Entoloma pratulense,7
Entoloma speculum,7
Entoloma transvenosum,7
Entoloma vinaceum,7
Entomophthora calliphorae,7
Entyloma fumariae,7
Entyloma henningsianum,7
Epichloe bromicola,7
